nome_completo_do_carro,ano_de_venda,preco_de_venda_USD,kilometragem,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,Marca
Tata Indigo eCS LX BSIV,2011,2945.21,70000,Diesel,Individual,Manual,1º dono,23.03,1396.0,69.0,5.0,Tata
Maruti Zen LX,1999,684.93,60000,Gasolina,Individual,Manual,4º dono e acima,17.3,993.0,60.0,5.0,Maruti
Honda Amaze S i-Dtech,2013,4246.58,100000,Diesel,Individual,Manual,1º dono,25.8,1498.0,98.6,5.0,Honda
Hyundai i10 Magna,2008,3013.7,35000,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,5.0,Hyundai
Maruti Swift Vdi BSIII,2008,2671.23,90000,Diesel,Individual,Manual,3º dono,17.8,1248.0,75.0,5.0,Maruti
Hyundai i20 Active 1.2 S,2015,8904.11,50000,Gasolina,Individual,Manual,1º dono,17.19,1197.0,81.86,5.0,Hyundai
Hyundai i20 1.2 Magna,2011,4794.52,98000,Gasolina,Individual,Manual,1º dono,18.5,1197.0,80.0,5.0,Hyundai
Hyundai i20 Asta 1.2,2013,4931.51,30000,Gasolina,Individual,Manual,1º dono,18.5,1197.0,82.85,5.0,Hyundai
Hyundai Elantra SX,2013,7534.25,50000,Gasolina,Individual,Manual,2º dono,16.3,1797.0,147.5,5.0,Hyundai
Hyundai Grand i10 Sportz,2016,6712.33,26000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Maruti Alto LXi,2011,2671.23,46000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Maruti Alto LX,2010,1712.33,80000,Gasolina,Individual,Manual,4º dono e acima,19.7,796.0,46.3,5.0,Maruti
Tata Tiago 1.2 Revotron XZ,2019,6301.36,10000,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Maruti Alto 800 LXI,2015,3767.12,16700,Gasolina,Individual,Manual,1º dono,22.74,796.0,47.3,5.0,Maruti
Maruti Swift Dzire VDI,2018,9315.07,70000,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,5.0,Maruti
Maruti Swift Dzire ZXI,2015,8219.18,7967,Gasolina,Individual,Manual,1º dono,20.85,1197.0,83.14,5.0,Maruti
Maruti Swift ZXI Plus,2018,9863.01,20000,Gasolina,Individual,Manual,1º dono,22.0,1197.0,81.8,5.0,Maruti
Renault KWID RXT Optional,2016,4876.71,9656,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Hyundai i10 Era,2011,3082.19,50000,Gasolina,Individual,Manual,1º dono,19.81,1086.0,68.05,5.0,Hyundai
Ford Freestyle Titanium Diesel BSIV,2019,9931.51,17000,Diesel,Individual,Manual,1º dono,24.4,1498.0,98.63,5.0,Ford
Chevrolet Spark 1.0 LT,2010,1780.82,50000,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,5.0,Chevrolet
Renault KWID RXT,2015,4109.59,10000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Hyundai i20 Sportz 1.2,2013,5479.45,43000,Gasolina,Individual,Manual,2º dono,18.5,1197.0,82.85,5.0,Hyundai
Hyundai Verna 1.4 CX,2013,7534.25,50000,Diesel,Individual,Manual,1º dono,23.5,1396.0,88.7,5.0,Hyundai
Maruti Wagon R PRIMEA,2006,1643.84,90000,Gasolina,Individual,Manual,2º dono,18.9,998.0,67.0,5.0,Maruti
Mahindra Xylo D4 BSIV,2012,5616.42,100000,Diesel,Individual,Manual,2º dono,14.0,2498.0,112.0,8.0,Mahindra
Hyundai Santro Xing (Non-AC),2010,1506.85,80000,Gasolina,Individual,Manual,2º dono,0.0,1086.0,62.1,5.0,Hyundai
Mahindra Bolero 2011-2019 SLX,2012,6164.38,120000,Diesel,Individual,Manual,1º dono,15.96,2523.0,62.1,7.0,Mahindra
Maruti Swift VXI,2019,8356.16,5000,Gasolina,Individual,Manual,1º dono,21.21,1197.0,81.8,5.0,Maruti
Ford Ecosport 1.5 DV5 MT Trend,2016,7054.79,68609,Diesel,Distribuidora,Manual,1º dono,22.7,1498.0,89.84,5.0,Ford
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,12671.23,33360,Diesel,Distribuidora,Manual,1º dono,22.77,1498.0,98.59,5.0,Ford
Nissan Kicks XL BSIV,2019,11780.82,14317,Gasolina,Distribuidora,Manual,1º dono,14.23,1498.0,104.55,5.0,Nissan
Ford Figo Diesel Titanium,2012,3082.19,87237,Diesel,Distribuidora,Manual,2º dono,20.0,1399.0,68.05,5.0,Ford
Ford Figo 1.5D Trend MT,2017,6849.32,62960,Diesel,Distribuidora,Manual,1º dono,25.83,1498.0,99.0,5.0,Ford
Maruti Swift Dzire AMT VXI,2017,8219.18,26634,Gasolina,Distribuidora,Automatico,1º dono,21.21,1197.0,81.8,5.0,Maruti
Ford Figo Diesel EXI Option,2012,2671.23,163720,Diesel,Distribuidora,Manual,1º dono,18.5,1399.0,68.0,5.0,Ford
Maruti Wagon R LXI BS IV,2012,3630.14,67998,Gasolina,Distribuidora,Manual,1º dono,18.9,998.0,67.1,5.0,Maruti
Ford Freestyle Trend Diesel,2018,8904.11,20706,Diesel,Distribuidora,Manual,1º dono,23.8,1499.0,98.63,5.0,Ford
Ford Figo Aspire 1.5 TDCi Trend,2015,5684.93,100581,Diesel,Distribuidora,Manual,1º dono,25.83,1498.0,99.0,5.0,Ford
Renault Duster 85PS Diesel RxE Adventure,2015,8219.18,67303,Diesel,Distribuidora,Manual,1º dono,20.45,1461.0,83.8,5.0,Renault
Maruti Ritz VXi,2013,4657.53,79139,Gasolina,Distribuidora,Manual,1º dono,18.5,1197.0,85.8,5.0,Maruti
Hyundai Grand i10 CRDi Sportz,2014,4794.52,84784,Diesel,Distribuidora,Manual,1º dono,24.0,1120.0,70.0,5.0,Hyundai
Maruti Ritz LDi,2012,3630.14,130376,Diesel,Distribuidora,Manual,2º dono,23.2,1248.0,73.94,5.0,Maruti
Tata Safari DICOR 2.2 EX 4x2,2017,8561.64,72000,Diesel,Individual,Manual,1º dono,13.93,2179.0,138.03,7.0,Tata
Hyundai Verna CRDi SX,2008,3356.16,127000,Diesel,Individual,Manual,2º dono,16.8,1493.0,110.0,5.0,Hyundai
Maruti Swift VDI BSIV,2014,5410.96,120000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Hyundai Xcent 1.1 CRDi S,2014,6712.33,100000,Diesel,Individual,Manual,1º dono,24.4,1120.0,71.0,5.0,Hyundai
Maruti Ertiga SHVS VDI,2018,13082.19,40000,Diesel,Individual,Manual,1º dono,24.52,1248.0,88.5,7.0,Maruti
Maruti Swift Dzire VDI,2013,7191.78,110000,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,5.0,Maruti
Tata Tigor 1.2 Revotron XZ Option,2017,7534.25,30000,Gasolina,Individual,Manual,1º dono,20.3,1199.0,84.0,5.0,Tata
Tata Indica Vista TDI LX,2014,2739.73,120000,Diesel,Individual,Manual,2º dono,19.1,1405.0,70.0,5.0,Tata
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,6849.32,15000,Gasolina,Individual,Manual,1º dono,18.16,1196.0,86.8,5.0,Ford
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,11301.37,33500,Diesel,Individual,Manual,1º dono,23.65,1248.0,88.5,5.0,Maruti
Mahindra Quanto C6,2012,3424.66,70000,Diesel,Individual,Manual,1º dono,17.21,1493.0,100.0,7.0,Mahindra
Toyota Etios Cross 1.2L G,2015,8219.18,10000,Gasolina,Individual,Manual,1º dono,18.16,1197.0,78.8,5.0,Toyota
Mahindra Scorpio S7 120,2018,18150.68,22053,Diesel,Individual,Manual,1º dono,16.36,2179.0,120.0,7.0,Mahindra
Mahindra TUV 300 T8,2016,10547.95,50000,Diesel,Individual,Manual,1º dono,18.49,1493.0,100.0,7.0,Mahindra
Chevrolet Optra Magnum 2.0 LS,2011,5684.93,78432,Diesel,Individual,Manual,1º dono,16.52,1991.0,123.7,5.0,Chevrolet
Hyundai Santa Fe 4X4,2011,11301.37,125000,Diesel,Individual,Manual,2º dono,14.66,2199.0,194.3,7.0,Hyundai
Ford Aspire Trend Diesel BSIV,2018,7260.27,80000,Diesel,Individual,Manual,1º dono,26.1,1498.0,99.23,5.0,Ford
Toyota Innova 2.5 V Diesel 8-seater,2006,5821.92,270000,Diesel,Individual,Manual,3º dono,12.8,2494.0,102.0,8.0,Toyota
Honda Brio V MT,2012,4246.58,50000,Gasolina,Individual,Manual,2º dono,19.4,1198.0,86.8,5.0,Honda
Tata Tiago 1.2 Revotron XZ,2017,5342.47,20000,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Hyundai Creta 1.6 VTVT E Plus,2016,9589.04,30000,Gasolina,Individual,Manual,1º dono,15.29,1591.0,121.3,5.0,Hyundai
Hyundai i10 Sportz 1.1L,2010,2739.73,70000,Gasolina,Individual,Manual,2º dono,19.81,1086.0,68.05,5.0,Hyundai
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,14383.56,7200,Diesel,Individual,Manual,1º dono,12.99,2494.0,100.6,8.0,Toyota
Honda City i DTEC SV,2014,7945.21,97000,Diesel,Individual,Manual,1º dono,26.0,1498.0,98.6,5.0,Honda
Hyundai EON Era Plus,2014,2739.73,60000,Gasolina,Individual,Manual,2º dono,21.1,814.0,55.2,5.0,Hyundai
Chevrolet Sail Hatchback Petrol LS ABS,2013,3356.16,25000,Gasolina,Individual,Manual,1º dono,18.2,1199.0,84.8,5.0,Chevrolet
Hyundai i10 Sportz,2010,2876.71,94000,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,5.0,Hyundai
Maruti Baleno LXI,2005,684.93,90000,Gasolina,Individual,Manual,2º dono,15.4,1590.0,94.0,5.0,Maruti
Chevrolet Captiva 2.2 LTZ AWD,2012,9589.04,50000,Diesel,Individual,Automatico,2º dono,12.12,2231.0,184.0,7.0,Chevrolet
Tata Bolt Quadrajet XE,2019,9041.1,35000,Diesel,Individual,Manual,1º dono,22.95,1248.0,74.0,5.0,Tata
Honda City i VTEC V,2015,8630.14,117500,Gasolina,Individual,Manual,2º dono,17.4,1497.0,117.3,5.0,Honda
Mahindra XUV500 W8 2WD,2012,13013.7,78500,Diesel,Individual,Manual,1º dono,15.1,2179.0,140.0,7.0,Mahindra
Hyundai i20 1.2 Asta Dual Tone,2018,10136.99,8000,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,5.0,Hyundai
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,7808.22,25000,Gasolina,Individual,Manual,1º dono,18.12,1196.0,86.8,5.0,Ford
Hyundai Verna 1.6 SX,2012,6164.38,60000,Diesel,Individual,Manual,3º dono,22.32,1582.0,126.32,5.0,Hyundai
Datsun RediGO 1.0 T Option,2019,5342.47,10000,Gasolina,Individual,Manual,1º dono,22.5,999.0,67.0,5.0,Datsun
Ford Ikon 1.6 Nxt,2009,2465.75,70000,Gasolina,Individual,Manual,2º dono,14.2,1597.0,92.0,5.0,Ford
Tata Nano LX,2015,1780.82,60000,Gasolina,Individual,Manual,1º dono,25.4,624.0,37.48,4.0,Tata
Honda City 2017-2020 GXi,2006,3698.63,70000,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,5.0,Honda
Maruti 800 DX,1997,821.92,25000,Gasolina,Individual,Manual,3º dono,16.1,796.0,37.0,4.0,Maruti
Hyundai Verna 1.6 Xi ABS,2006,2328.77,90000,Gasolina,Individual,Manual,3º dono,13.9,1599.0,103.2,5.0,Hyundai
Hyundai Creta 1.6 CRDi SX,2015,13410.95,90000,Diesel,Individual,Manual,1º dono,19.67,1582.0,126.2,5.0,Hyundai
Tata Tiago 1.2 Revotron XM,2018,6712.33,25000,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Ford Fiesta Diesel Style,2012,3835.62,60000,Diesel,Individual,Manual,2º dono,23.5,1498.0,88.7,5.0,Ford
Tata Tiago 1.2 Revotron XM,2018,5342.47,25000,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Maruti Alto 800 VXI,2013,2328.77,60000,Gasolina,Individual,Manual,4º dono e acima,22.74,796.0,47.3,5.0,Maruti
Chevrolet Spark 1.0,2008,616.44,70000,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,5.0,Chevrolet
Maruti Ertiga SHVS VDI,2016,8767.12,80000,Diesel,Individual,Manual,2º dono,24.52,1248.0,88.5,7.0,Maruti
Mahindra Scorpio S2 9 Seater,2015,8904.11,110000,Diesel,Individual,Manual,2º dono,15.4,2523.0,75.0,9.0,Mahindra
Mahindra Scorpio LX,2013,6849.32,115717,Diesel,Individual,Manual,1º dono,12.05,2179.0,120.0,9.0,Mahindra
Ford Fusion Plus 1.4 TDCi Diesel,2008,1232.88,110000,Diesel,Individual,Manual,2º dono,17.7,1399.0,68.0,5.0,Ford
Tata Aria Pure LX 4x2,2014,6575.34,70000,Diesel,Individual,Manual,2º dono,15.05,2179.0,147.9,7.0,Tata
Maruti Swift VXI,2019,8630.14,4000,Gasolina,Individual,Manual,1º dono,21.21,1197.0,81.8,5.0,Maruti
Hyundai i10 Sportz,2011,3424.66,50000,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,5.0,Hyundai
Hyundai Grand i10 Sportz,2016,4520.55,70000,Gasolina,Individual,Manual,4º dono e acima,18.9,1197.0,82.0,5.0,Hyundai
Hyundai i10 Magna,2009,2465.75,70000,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,5.0,Hyundai
Hyundai i20 Magna,2010,2876.71,50000,Gasolina,Individual,Manual,2º dono,18.5,1197.0,80.0,5.0,Hyundai
Maruti Swift Dzire ZDI,2016,7534.25,55000,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,5.0,Maruti
Tata Nexon 1.2 Revotron XZA Plus,2020,13013.7,5000,Gasolina,Individual,Automatico,1º dono,17.0,1198.0,108.5,5.0,Tata
Mahindra Bolero 2011-2019 ZLX,2013,5890.41,100000,Diesel,Individual,Manual,2º dono,15.96,2523.0,62.1,7.0,Mahindra
Hyundai i10 Sportz,2014,4767.12,23000,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,5.0,Hyundai
Maruti Alto 800 LX,2014,2684.93,60000,Gasolina,Individual,Manual,2º dono,22.74,796.0,47.3,5.0,Maruti
Maruti Wagon R LXI Minor,2010,2054.79,70000,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,5.0,Maruti
Maruti Wagon R LXI Minor,2009,2054.79,60000,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,5.0,Maruti
Tata Safari Storme VX Varicor 400,2019,17123.29,100000,Diesel,Individual,Manual,1º dono,14.1,2179.0,153.86,7.0,Tata
Maruti Ertiga VDI,2015,8219.18,90000,Diesel,Individual,Manual,3º dono,20.77,1248.0,88.76,7.0,Maruti
Tata Nano Lx BSIV,2010,890.41,26432,Gasolina,Distribuidora,Manual,1º dono,25.4,624.0,37.48,4.0,Tata
Maruti Omni E 8 Str STD,2016,3013.7,46702,Gasolina,Distribuidora,Manual,1º dono,16.8,796.0,34.2,8.0,Maruti
Maruti Omni E 8 Str STD,2016,3013.7,46706,Gasolina,Distribuidora,Manual,1º dono,16.8,796.0,34.2,8.0,Maruti
Tata Indica V2 eXeta GLS,2006,1506.85,53523,Gasolina,Distribuidora,Manual,1º dono,16.84,1193.0,64.4,5.0,Tata
Chevrolet Beat Diesel LT,2012,2397.26,56365,Diesel,Distribuidora,Manual,1º dono,25.44,936.0,56.3,5.0,Chevrolet
Chevrolet Spark 1.0 LT,2011,2191.78,49563,Gasolina,Distribuidora,Manual,1º dono,16.2,995.0,62.1,5.0,Chevrolet
Maruti 800 Std BSIII,2004,890.41,56432,Gasolina,Distribuidora,Manual,1º dono,16.1,796.0,37.0,4.0,Maruti
Maruti 800 AC,2002,821.92,52365,Gasolina,Distribuidora,Manual,2º dono,16.1,796.0,37.0,4.0,Maruti
Maruti Alto LXi BSIII,2007,1643.84,53512,Gasolina,Distribuidora,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Mahindra Ssangyong Rexton RX7,2013,13698.63,40000,Diesel,Individual,Automatico,1º dono,11.18,2696.0,184.0,7.0,Mahindra
Maruti Wagon R LXI BS IV,2010,3013.7,46533,Gasolina,Distribuidora,Manual,1º dono,18.9,998.0,67.1,5.0,Maruti
Maruti Omni 8 Seater BSIV,2008,1575.33,58632,Gasolina,Distribuidora,Manual,2º dono,14.0,796.0,35.0,5.0,Maruti
Mahindra XUV500 AT W6 2WD,2016,11643.84,80000,Diesel,Individual,Automatico,2º dono,16.0,2179.0,140.0,7.0,Mahindra
Maruti Ertiga SHVS VDI,2016,10273.97,70000,Diesel,Individual,Manual,1º dono,24.52,1248.0,88.5,7.0,Maruti
Renault KWID 1.0 RXT Optional,2017,3630.14,90000,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,5.0,Renault
Ford Classic 1.6 Duratec Titanium,2014,6164.38,110000,Gasolina,Individual,Manual,2º dono,14.09,1596.0,99.6,5.0,Ford
Mahindra Quanto C6,2013,3082.19,90000,Diesel,Individual,Manual,1º dono,17.21,1493.0,100.0,7.0,Mahindra
Mahindra Scorpio S10 7 Seater,2015,15410.96,70000,Diesel,Individual,Manual,1º dono,15.4,2179.0,120.0,7.0,Mahindra
Maruti Swift VXI with ABS,2009,3698.63,80000,Gasolina,Individual,Manual,1º dono,16.6,1197.0,85.0,5.0,Maruti
Maruti Alto LX,2007,1780.82,78000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Mahindra Bolero Power Plus SLE,2017,9041.1,45000,Diesel,Individual,Manual,1º dono,16.5,1493.0,70.0,7.0,Mahindra
Maruti Alto K10 VXI,2015,3287.67,50000,Gasolina,Individual,Manual,2º dono,23.95,998.0,67.05,5.0,Maruti
Maruti Alto 800 LXI,2017,3767.12,58000,Gasolina,Individual,Manual,1º dono,24.7,796.0,47.3,5.0,Maruti
Toyota Innova 2.5 VX 8 STR BSIV,2012,10273.97,120000,Diesel,Individual,Manual,1º dono,12.8,2494.0,102.0,8.0,Toyota
Chevrolet Aveo U-VA 1.2,2007,890.41,30000,Gasolina,Individual,Manual,2º dono,14.7,1150.0,76.0,5.0,Chevrolet
Tata Safari Storme EX,2017,11643.84,162000,Diesel,Individual,Manual,1º dono,14.1,2179.0,147.94,7.0,Tata
Hyundai i20 1.2 Magna Executive,2018,7602.74,25000,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,5.0,Hyundai
Mahindra Scorpio 1.99 S6 Plus,2015,11301.37,60000,Diesel,Individual,Manual,1º dono,15.4,1997.0,120.0,7.0,Mahindra
Maruti Swift Dzire VDi,2009,2534.25,138000,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,5.0,Maruti
Hyundai i10 Magna,2010,2465.75,70000,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,5.0,Hyundai
Maruti Alto LXi,2010,2191.78,48000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Ford Endeavour 3.0L 4X2 AT,2012,6849.32,110000,Diesel,Individual,Automatico,1º dono,11.4,2953.0,153.86,7.0,Ford
Maruti Swift VDI BSIV,2014,5136.99,88000,Diesel,Individual,Manual,2º dono,25.2,1248.0,74.0,5.0,Maruti
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,12328.77,68000,Diesel,Individual,Manual,1º dono,12.99,2494.0,100.6,7.0,Toyota
Hyundai Grand i10 Sportz,2017,6301.36,70000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Renault Duster 85PS Diesel RxL,2014,6575.34,80000,Diesel,Individual,Manual,1º dono,20.45,1461.0,83.8,5.0,Renault
Maruti Swift VDI,2013,4383.56,100000,Diesel,Individual,Manual,3º dono,22.9,1248.0,74.0,5.0,Maruti
Maruti Swift VDI,2013,5068.49,96000,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,5.0,Maruti
Maruti Zen LX,2002,1027.4,30000,Gasolina,Individual,Manual,3º dono,17.3,993.0,60.0,5.0,Maruti
Maruti Ritz LDi,2016,5479.45,60000,Diesel,Individual,Manual,3º dono,23.2,1248.0,73.94,5.0,Maruti
Maruti Swift VDI BSIV,2014,5821.92,65000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Maruti Celerio ZXI,2014,4452.05,48000,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,5.0,Maruti
Hyundai Grand i10 Magna,2016,4794.52,65300,Gasolina,Individual,Manual,2º dono,18.9,1197.0,82.0,5.0,Hyundai
Hyundai i20 1.2 Asta Dual Tone,2018,8219.18,40000,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,5.0,Hyundai
Chevrolet Beat Diesel,2012,1643.84,60000,Diesel,Individual,Manual,2º dono,25.44,936.0,57.6,5.0,Chevrolet
Maruti Alto K10 2010-2014 VXI,2012,2739.73,70000,Gasolina,Individual,Manual,2º dono,20.92,998.0,67.1,5.0,Maruti
Maruti Alto LXi BSIII,2008,1369.86,70000,Gasolina,Individual,Manual,3º dono,19.7,796.0,46.3,5.0,Maruti
Hyundai Grand i10 CRDi Asta,2014,4794.52,70000,Diesel,Individual,Manual,2º dono,24.0,1120.0,70.0,5.0,Hyundai
Maruti Alto LXi,2006,1164.38,150000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Maruti Alto K10 VXI Optional,2019,5465.75,10000,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,5.0,Maruti
Hyundai Verna 1.6 CRDI,2014,7945.21,56000,Diesel,Individual,Manual,1º dono,22.32,1582.0,126.3,5.0,Hyundai
Datsun RediGO T Option,2017,3972.6,30000,Gasolina,Individual,Manual,1º dono,22.7,799.0,53.64,5.0,Datsun
Hyundai Grand i10 Magna,2014,5205.48,50000,Gasolina,Individual,Manual,2º dono,18.9,1197.0,82.0,5.0,Hyundai
Ford Figo Diesel EXI,2010,2739.73,120000,Diesel,Individual,Manual,1º dono,20.0,1399.0,68.0,5.0,Ford
Hyundai Grand i10 1.2 Kappa Asta,2017,6849.32,27500,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,5.0,Hyundai
Maruti Ertiga VDI,2012,7123.29,73000,Diesel,Individual,Manual,1º dono,20.77,1248.0,88.76,7.0,Maruti
Maruti Swift Dzire VDI,2017,8904.11,75000,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,5.0,Maruti
Renault KWID Climber 1.0 MT,2018,5205.48,5000,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,5.0,Renault
Maruti Swift Dzire VDI,2015,7123.29,70000,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,5.0,Maruti
Maruti Swift Dzire VDI,2015,8356.16,60000,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,5.0,Maruti
Maruti Wagon R LXI,2004,1164.38,110000,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,5.0,Maruti
Renault Duster 85PS Diesel RxL Optional,2013,6712.33,95000,Diesel,Individual,Manual,1º dono,20.46,1461.0,83.8,5.0,Renault
Hyundai EON Era Plus,2015,3150.67,34000,Gasolina,Individual,Manual,2º dono,21.1,814.0,55.2,5.0,Hyundai
Hyundai Grand i10 Sportz,2015,5630.14,25000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Toyota Etios Cross 1.4L GD,2014,7534.25,31000,Diesel,Individual,Manual,1º dono,23.59,1364.0,67.06,5.0,Toyota
Maruti Ritz VXi (ABS) BS IV,2011,2602.74,47000,Gasolina,Individual,Manual,1º dono,18.5,1197.0,85.8,5.0,Maruti
Hyundai Santro Magna AMT BSIV,2019,6835.62,5000,Gasolina,Individual,Automatico,1º dono,20.3,1086.0,68.0,5.0,Hyundai
Maruti Eeco 7 Seater Standard BSIV,2018,4904.11,44000,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,7.0,Maruti
Toyota Etios Diesel TRD Sportivo,2012,3808.22,120000,Diesel,Individual,Manual,2º dono,23.59,1364.0,67.1,5.0,Toyota
Fiat Grande Punto EVO 1.3 Active,2014,4383.56,39395,Diesel,Individual,Manual,1º dono,21.2,1248.0,75.0,5.0,Fiat
Renault Fluence 1.5,2013,7945.21,67000,Diesel,Individual,Manual,2º dono,20.4,1461.0,108.5,5.0,Renault
Honda City VX CVT,2019,17808.22,20000,Gasolina,Individual,Automatico,1º dono,17.4,1497.0,117.6,5.0,Honda
Honda Amaze VX i-DTEC,2018,11301.37,40000,Diesel,Individual,Manual,1º dono,25.8,1498.0,98.6,5.0,Honda
Toyota Corolla AE,2004,2328.77,120000,Gasolina,Individual,Manual,2º dono,13.4,1794.0,125.0,5.0,Toyota
Toyota Fortuner 4x4 MT,2014,23287.67,80000,Diesel,Individual,Manual,2º dono,12.55,2982.0,168.5,7.0,Toyota
Hyundai Santro Sportz BSIV,2018,6712.33,7000,Gasolina,Individual,Manual,1º dono,20.3,1086.0,68.0,5.0,Hyundai
Mahindra XUV500 W4,2018,14383.56,15000,Diesel,Individual,Manual,1º dono,16.0,2179.0,140.0,7.0,Mahindra
Chevrolet Beat LT,2016,2876.71,50000,Gasolina,Individual,Manual,1º dono,18.6,1199.0,76.8,5.0,Chevrolet
Mahindra Scorpio Intelli Hybrid S10,2016,17123.29,30000,Diesel,Individual,Manual,1º dono,15.4,2179.0,120.0,7.0,Mahindra
Maruti Swift VDI,2012,4383.56,120000,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,5.0,Maruti
Chevrolet Optra Magnum 2.0 LT,2012,5479.45,64000,Diesel,Individual,Manual,1º dono,16.52,1991.0,123.7,5.0,Chevrolet
Maruti Ritz VDi,2013,4383.56,120000,Diesel,Individual,Manual,1º dono,23.2,1248.0,73.94,5.0,Maruti
Toyota Corolla Altis Diesel D4DG,2012,8219.18,85000,Diesel,Individual,Manual,1º dono,21.43,1364.0,87.2,5.0,Toyota
Maruti Alto K10 2010-2014 VXI,2012,3767.12,50000,Gasolina,Individual,Manual,1º dono,20.92,998.0,67.1,5.0,Maruti
Maruti Alto LXi,2009,2328.77,59000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Chevrolet Beat Diesel LT,2012,2123.29,98000,Diesel,Individual,Manual,1º dono,25.44,936.0,57.6,5.0,Chevrolet
Renault Duster 85PS Diesel RxL Plus,2015,8493.15,140000,Diesel,Individual,Manual,2º dono,20.45,1461.0,83.8,5.0,Renault
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,7260.27,50000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,5.0,Hyundai
Toyota Etios Liva VD,2015,7534.25,40000,Diesel,Individual,Manual,1º dono,23.59,1364.0,67.04,5.0,Toyota
Honda City i DTEC SV,2014,8219.18,90000,Diesel,Individual,Manual,1º dono,26.0,1498.0,98.6,5.0,Honda
Mahindra XUV500 W4,2014,8890.41,117000,Diesel,Individual,Manual,3º dono,15.1,2179.0,140.0,7.0,Mahindra
Honda City i DTEC SV,2014,8561.64,90000,Diesel,Individual,Manual,1º dono,26.0,1498.0,98.6,5.0,Honda
Chevrolet Spark 1.0 PS,2010,1712.33,70000,Gasolina,Individual,Manual,1º dono,16.0,995.0,63.0,5.0,Chevrolet
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,4178.08,230000,Diesel,Individual,Manual,2º dono,13.58,2499.0,72.4,9.0,Chevrolet
